epoch,accuracy,loss,val_accuracy,val_loss,learning_rate,epoch_time_sec,learning_rate
1,0.4467499852180481,1.8051886558532715,0.41999998688697815,1.854379653930664,0.0010000000474974513,9.220576763153076,0.0010000000474974513
2,0.4180000126361847,1.7872827053070068,0.3319999873638153,2.067131280899048,0.0010000000474974513,8.480790376663208,0.0010000000474974513
3,0.42149999737739563,1.73808753490448,0.328000009059906,1.8653781414031982,0.0010000000474974513,8.98485541343689,0.0005000000237487257
4,0.4309999942779541,1.5830167531967163,0.5699999928474426,1.2588520050048828,0.0005000000237487257,8.3760085105896,0.0005000000237487257
5,0.5087500214576721,1.410033106803894,0.6140000224113464,1.1606396436691284,0.0005000000237487257,8.883649349212646,0.0005000000237487257
6,0.5317500233650208,1.3324792385101318,0.5870000123977661,1.1667457818984985,0.0005000000237487257,8.83283019065857,0.0005000000237487257
7,0.5352500081062317,1.3032485246658325,0.6589999794960022,1.0242102146148682,0.0005000000237487257,8.552390813827515,0.0005000000237487257
8,0.5634999871253967,1.2375876903533936,0.6320000290870667,1.0464472770690918,0.0005000000237487257,9.399210453033447,0.0005000000237487257
9,0.5855000019073486,1.1659375429153442,0.6869999766349792,1.010391116142273,0.0005000000237487257,8.493457794189453,0.0005000000237487257
10,0.6290000081062317,1.0636652708053589,0.5410000085830688,1.2158076763153076,0.0005000000237487257,8.66671872138977,0.0005000000237487257
11,0.6209999918937683,1.0673481225967407,0.5580000281333923,1.1242976188659668,0.0005000000237487257,8.968508958816528,0.0002500000118743628
12,0.6187499761581421,1.0611404180526733,0.7379999756813049,0.8311753869056702,0.0002500000118743628,8.531363487243652,0.0002500000118743628
13,0.6815000176429749,0.9143496751785278,0.7440000176429749,0.8119853734970093,0.0002500000118743628,8.548163414001465,0.0002500000118743628
14,0.6955000162124634,0.8738692402839661,0.7549999952316284,0.7844438552856445,0.0002500000118743628,8.617452383041382,0.0002500000118743628
15,0.7097499966621399,0.8626267313957214,0.7440000176429749,0.7806839346885681,0.0002500000118743628,8.99182653427124,0.0002500000118743628
16,0.718999981880188,0.8253785371780396,0.7329999804496765,0.7824727892875671,0.0002500000118743628,8.831480026245117,0.0002500000118743628
17,0.7322499752044678,0.7998067140579224,0.734000027179718,0.7702126502990723,0.0002500000118743628,8.778940916061401,0.0002500000118743628
18,0.7350000143051147,0.7741935849189758,0.7300000190734863,0.7559806108474731,0.0002500000118743628,9.050455331802368,0.0002500000118743628
19,0.7404999732971191,0.7604240775108337,0.7440000176429749,0.7209808230400085,0.0002500000118743628,8.790711879730225,0.0002500000118743628
20,0.746999979019165,0.7295473217964172,0.6899999976158142,0.7725500464439392,0.0002500000118743628,8.884344577789307,0.0002500000118743628
21,0.7542499899864197,0.7309821844100952,0.6980000138282776,0.7361559867858887,0.0002500000118743628,8.837510585784912,0.0001250000059371814
22,0.7677500247955322,0.6866387724876404,0.746999979019165,0.631915271282196,0.0001250000059371814,8.598667860031128,0.0001250000059371814
23,0.7904999852180481,0.6210854053497314,0.7799999713897705,0.6191657781600952,0.0001250000059371814,8.918848752975464,0.0001250000059371814
24,0.796999990940094,0.6189290285110474,0.8040000200271606,0.5730655193328857,0.0001250000059371814,8.798478841781616,0.0001250000059371814
25,0.8017500042915344,0.5810173749923706,0.8119999766349792,0.5693426132202148,0.0001250000059371814,8.83791971206665,0.0001250000059371814
26,0.8069999814033508,0.5730738639831543,0.8240000009536743,0.5226389169692993,0.0001250000059371814,9.33742642402649,0.0001250000059371814
27,0.812250018119812,0.5628095865249634,0.8209999799728394,0.5306679010391235,0.0001250000059371814,9.034457921981812,0.0001250000059371814
28,0.8262500166893005,0.5350514054298401,0.8159999847412109,0.5391364097595215,0.0001250000059371814,9.05914306640625,6.25000029685907e-05
29,0.8217499852180481,0.5463063716888428,0.8320000171661377,0.49300727248191833,6.25000029685907e-05,9.272722959518433,6.25000029685907e-05
30,0.8339999914169312,0.5176694393157959,0.8420000076293945,0.4863394796848297,6.25000029685907e-05,8.824755668640137,6.25000029685907e-05
31,0.8295000195503235,0.5090427994728088,0.8560000061988831,0.4614558517932892,6.25000029685907e-05,9.018762111663818,6.25000029685907e-05
32,0.8377500176429749,0.4966399669647217,0.8500000238418579,0.46415239572525024,6.25000029685907e-05,8.738037824630737,6.25000029685907e-05
33,0.8392500281333923,0.49969717860221863,0.8560000061988831,0.44435322284698486,6.25000029685907e-05,8.727923154830933,6.25000029685907e-05
34,0.8389999866485596,0.4835154712200165,0.8640000224113464,0.4352611303329468,6.25000029685907e-05,8.80803370475769,6.25000029685907e-05
35,0.8464999794960022,0.47078269720077515,0.8579999804496765,0.4411931037902832,6.25000029685907e-05,8.872805118560791,6.25000029685907e-05
36,0.8367499709129333,0.49687546491622925,0.8619999885559082,0.4361456334590912,6.25000029685907e-05,8.849843263626099,3.125000148429535e-05
