epoch,accuracy,loss,val_accuracy,val_loss,learning_rate,epoch_time_sec,learning_rate
37,0.8447499871253967,0.471595823764801,0.8709999918937683,0.4223364591598511,3.125000148429535e-05,8.639791488647461,3.125000148429535e-05
38,0.8612499833106995,0.44076839089393616,0.8730000257492065,0.41947460174560547,3.125000148429535e-05,8.956299304962158,3.125000148429535e-05
39,0.8495000004768372,0.4586011469364166,0.871999979019165,0.4167659878730774,3.125000148429535e-05,9.00089955329895,3.125000148429535e-05
40,0.8427500128746033,0.4703463315963745,0.8730000257492065,0.4184950888156891,3.125000148429535e-05,8.91762900352478,3.125000148429535e-05
41,0.8560000061988831,0.446379154920578,0.8659999966621399,0.41924700140953064,3.125000148429535e-05,9.278553485870361,1.5625000742147677e-05
42,0.856249988079071,0.43749791383743286,0.8700000047683716,0.41470012068748474,1.5625000742147677e-05,8.816258668899536,1.5625000742147677e-05
43,0.8537499904632568,0.4504108130931854,0.8709999918937683,0.4116274118423462,1.5625000742147677e-05,9.058881998062134,1.5625000742147677e-05
44,0.8544999957084656,0.44437775015830994,0.8740000128746033,0.40933477878570557,1.5625000742147677e-05,8.90242075920105,1.5625000742147677e-05
45,0.8495000004768372,0.44708025455474854,0.8759999871253967,0.40827181935310364,1.5625000742147677e-05,8.861369371414185,1.5625000742147677e-05
46,0.8560000061988831,0.4425027072429657,0.8759999871253967,0.40758591890335083,1.5625000742147677e-05,9.10929536819458,1.5625000742147677e-05
47,0.8587499856948853,0.43313896656036377,0.8769999742507935,0.4063737094402313,1.5625000742147677e-05,9.244994640350342,1.5625000742147677e-05
48,0.8617500066757202,0.4276857376098633,0.875,0.4055072069168091,1.5625000742147677e-05,8.798391819000244,1.5625000742147677e-05
49,0.8632500171661377,0.4232664406299591,0.878000020980835,0.4023281931877136,1.5625000742147677e-05,8.951236486434937,1.5625000742147677e-05
50,0.8602499961853027,0.4186854958534241,0.8769999742507935,0.40324071049690247,1.5625000742147677e-05,8.902384996414185,1.5625000742147677e-05
51,0.8585000038146973,0.43715545535087585,0.878000020980835,0.40599220991134644,1.5625000742147677e-05,8.984529733657837,7.812500371073838e-06
52,0.8644999861717224,0.41400977969169617,0.8790000081062317,0.40445879101753235,7.812500371073838e-06,9.055864334106445,7.812500371073838e-06
53,0.8577499985694885,0.42958128452301025,0.878000020980835,0.40204140543937683,7.812500371073838e-06,8.875829696655273,7.812500371073838e-06
54,0.862500011920929,0.4240160882472992,0.878000020980835,0.40211254358291626,7.812500371073838e-06,8.999558210372925,7.812500371073838e-06
55,0.8669999837875366,0.4229099154472351,0.8809999823570251,0.400664359331131,7.812500371073838e-06,8.856852054595947,7.812500371073838e-06
56,0.8602499961853027,0.4270224869251251,0.8820000290870667,0.3987172842025757,7.812500371073838e-06,8.855834245681763,7.812500371073838e-06
57,0.8569999933242798,0.42044731974601746,0.8799999952316284,0.3994334042072296,7.812500371073838e-06,8.870939493179321,7.812500371073838e-06
58,0.8662499785423279,0.4128217101097107,0.8799999952316284,0.3979388177394867,7.812500371073838e-06,8.986538171768188,7.812500371073838e-06
59,0.8542500138282776,0.4436226189136505,0.8809999823570251,0.39817002415657043,7.812500371073838e-06,8.973718166351318,7.812500371073838e-06
60,0.8619999885559082,0.42361822724342346,0.8830000162124634,0.3949976861476898,7.812500371073838e-06,8.869093418121338,7.812500371073838e-06
61,0.8644999861717224,0.41072776913642883,0.8790000081062317,0.39547738432884216,7.812500371073838e-06,8.921482563018799,7.812500371073838e-06
62,0.8619999885559082,0.41289010643959045,0.8830000162124634,0.39463481307029724,7.812500371073838e-06,8.895365238189697,7.812500371073838e-06
63,0.8632500171661377,0.41969412565231323,0.8830000162124634,0.3949306607246399,7.812500371073838e-06,8.767017602920532,7.812500371073838e-06
64,0.8690000176429749,0.397824764251709,0.8820000290870667,0.39544549584388733,7.812500371073838e-06,8.871387958526611,3.906250185536919e-06
65,0.8607500195503235,0.41516637802124023,0.8820000290870667,0.3959747850894928,3.906250185536919e-06,8.623910903930664,3.906250185536919e-06
66,0.8667500019073486,0.42080157995224,0.8820000290870667,0.3942561149597168,3.906250185536919e-06,10.831705808639526,3.906250185536919e-06
67,0.8629999756813049,0.42184099555015564,0.8809999823570251,0.39516034722328186,3.906250185536919e-06,9.226640462875366,3.906250185536919e-06
68,0.8560000061988831,0.429499089717865,0.8830000162124634,0.3933514356613159,3.906250185536919e-06,8.822484016418457,3.906250185536919e-06
69,0.8557500243186951,0.43306782841682434,0.8820000290870667,0.3931809067726135,3.906250185536919e-06,8.437061309814453,3.906250185536919e-06
70,0.8619999885559082,0.42464980483055115,0.8849999904632568,0.39361265301704407,3.906250185536919e-06,8.931605577468872,3.906250185536919e-06
71,0.8662499785423279,0.4146929681301117,0.8830000162124634,0.3925948739051819,3.906250185536919e-06,8.693704605102539,3.906250185536919e-06
72,0.8627499938011169,0.42388591170310974,0.8849999904632568,0.3940201699733734,3.906250185536919e-06,9.05009126663208,3.906250185536919e-06
73,0.8709999918937683,0.4089599847793579,0.8830000162124634,0.39281395077705383,3.906250185536919e-06,8.808300733566284,1.9531250927684596e-06
74,0.8659999966621399,0.40998196601867676,0.8830000162124634,0.3934699594974518,1.9531250927684596e-06,8.761157512664795,1.9531250927684596e-06
75,0.8690000176429749,0.4031312167644501,0.8840000033378601,0.39306437969207764,1.9531250927684596e-06,8.840945482254028,9.765625463842298e-07
76,0.859499990940094,0.41462963819503784,0.8840000033378601,0.39185693860054016,9.765625463842298e-07,8.70931363105774,9.765625463842298e-07
77,0.874750018119812,0.38808581233024597,0.8840000033378601,0.39193543791770935,9.765625463842298e-07,8.84595274925232,9.765625463842298e-07
78,0.875,0.39964598417282104,0.8840000033378601,0.3922947943210602,9.765625463842298e-07,8.930328369140625,4.882812731921149e-07
79,0.8602499961853027,0.42852097749710083,0.8840000033378601,0.392941951751709,4.882812731921149e-07,8.842714071273804,4.882812731921149e-07
80,0.8652499914169312,0.41569820046424866,0.8840000033378601,0.39240312576293945,4.882812731921149e-07,9.303531885147095,2.4414063659605745e-07
81,0.8535000085830688,0.4485466480255127,0.8830000162124634,0.39240866899490356,2.4414063659605745e-07,8.878049373626709,2.4414063659605745e-07
